Id;Label;Interval
1574;1574;17
1592;1592;17
1611;1611;17
1669;1669;17
1718;1718;17
1755;1755;17
1807;1807;17
1826;1826;17
1841;1841;17
1846;1846;17
1850;1850;17
1893;1893;17
1903;1903;17
1929;1929;17
1933;1933;17
1953;1953;17
2107;2107;17
2112;2112;17
2143;2143;17
2182;2182;17
2236;2236;17
2288;2288;17
2323;2323;17
2346;2346;17
2367;2367;17
2388;2388;17
2409;2409;17
2458;2458;17
2497;2497;17
2517;2517;17
2527;2527;17
2528;2528;17
2619;2619;17
2660;2660;17
2662;2662;17
2714;2714;17
2734;2734;17
2747;2747;17
2775;2775;17
2790;2790;17
2830;2830;17
2862;2862;17
2912;2912;17
2914;2914;17
3066;3066;17
3084;3084;17
3134;3134;17
3196;3196;17
3199;3199;17
3223;3223;17
3274;3274;17
3299;3299;17
3300;3300;17
3343;3343;17
3376;3376;17
3502;3502;17
3546;3546;17
3626;3626;17
3627;3627;17
3678;3678;17
3680;3680;17
3705;3705;17
3831;3831;17
3856;3856;17
3889;3889;17
3901;3901;17
3903;3903;17
3970;3970;17
4046;4046;17
4086;4086;17
4125;4125;17
4173;4173;17
4201;4201;17
4224;4224;17
4249;4249;17
4355;4355;17
4546;4546;17
4564;4564;17
4584;4584;17
4617;4617;17
4711;4711;17
4759;4759;17
4798;4798;17
4804;4804;17
4864;4864;17
4957;4957;17
5139;5139;17
5206;5206;17
5297;5297;17
5347;5347;17
5453;5453;17
5570;5570;17
5580;5580;17
5631;5631;17
5694;5694;17
5733;5733;17
5742;5742;17
5844;5844;17
5860;5860;17
5861;5861;17
5873;5873;17
5920;5920;17
5979;5979;17
6041;6041;17
6108;6108;17
6154;6154;17
6190;6190;17
6242;6242;17
6294;6294;17
6355;6355;17
6567;6567;17
6679;6679;17
6722;6722;17
6787;6787;17
6937;6937;17
7002;7002;17
7023;7023;17
7343;7343;17
7439;7439;17
7529;7529;17
7551;7551;17
7595;7595;17
7629;7629;17
7651;7651;17
7743;7743;17
7849;7849;17
7894;7894;17
8559;8559;17
9696;9696;17
9702;9702;17
9884;9884;17
10111;10111;17
25;25;18
26;26;18
87;87;18
107;107;18
162;162;18
174;174;18
176;176;18
189;189;18
213;213;18
234;234;18
238;238;18
244;244;18
375;375;18
433;433;18
467;467;18
560;560;18
577;577;18
581;581;18
620;620;18
660;660;18
674;674;18
694;694;18
703;703;18
709;709;18
750;750;18
788;788;18
789;789;18
796;796;18
832;832;18
904;904;18
911;911;18
928;928;18
931;931;18
932;932;18
935;935;18
946;946;18
952;952;18
970;970;18
977;977;18
986;986;18
1026;1026;18
1073;1073;18
1079;1079;18
1105;1105;18
1107;1107;18
1168;1168;18
1169;1169;18
1231;1231;18
1258;1258;18
1295;1295;18
1308;1308;18
1327;1327;18
1359;1359;18
1367;1367;18
1409;1409;18
1440;1440;18
1491;1491;18
1626;1626;18
1639;1639;18
1652;1652;18
1665;1665;18
1774;1774;18
1787;1787;18
1805;1805;18
1835;1835;18
2007;2007;18
2028;2028;18
2062;2062;18
2166;2166;18
2221;2221;18
2231;2231;18
2343;2343;18
2383;2383;18
2403;2403;18
2532;2532;18
2533;2533;18
2560;2560;18
2672;2672;18
2695;2695;18
2812;2812;18
2866;2866;18
2898;2898;18
2993;2993;18
3055;3055;18
3127;3127;18
3210;3210;18
3311;3311;18
3377;3377;18
3418;3418;18
3468;3468;18
3574;3574;18
3716;3716;18
3727;3727;18
3905;3905;18
3908;3908;18
3925;3925;18
3949;3949;18
3982;3982;18
3999;3999;18
4078;4078;18
4127;4127;18
4128;4128;18
4139;4139;18
4142;4142;18
4159;4159;18
4199;4199;18
4274;4274;18
4315;4315;18
4369;4369;18
4391;4391;18
4687;4687;18
4729;4729;18
4794;4794;18
4937;4937;18
5152;5152;18
5192;5192;18
5406;5406;18
5488;5488;18
5539;5539;18
5651;5651;18
5821;5821;18
5941;5941;18
6250;6250;18
6405;6405;18
6428;6428;18
6453;6453;18
6519;6519;18
6841;6841;18
6849;6849;18
7453;7453;18
7724;7724;18
7731;7731;18
7858;7858;18
8331;8331;18
8625;8625;18
8773;8773;18
9152;9152;18
9153;9153;18
9547;9547;18
9774;9774;18
46;46;19
65;65;19
288;288;19
290;290;19
424;424;19
447;447;19
505;505;19
547;547;19
570;570;19
582;582;19
596;596;19
610;610;19
631;631;19
650;650;19
824;824;19
838;838;19
856;856;19
870;870;19
958;958;19
983;983;19
992;992;19
1024;1024;19
1172;1172;19
1194;1194;19
1330;1330;19
1353;1353;19
1391;1391;19
1408;1408;19
1487;1487;19
1527;1527;19
1625;1625;19
1632;1632;19
1663;1663;19
1747;1747;19
1785;1785;19
1809;1809;19
1814;1814;19
1934;1934;19
2002;2002;19
2034;2034;19
2127;2127;19
2144;2144;19
2513;2513;19
2564;2564;19
2584;2584;19
2628;2628;19
2854;2854;19
3047;3047;19
3128;3128;19
3222;3222;19
3263;3263;19
3264;3264;19
3305;3305;19
3399;3399;19
3592;3592;19
3614;3614;19
3639;3639;19
3684;3684;19
3763;3763;19
3767;3767;19
3780;3780;19
3782;3782;19
3858;3858;19
3890;3890;19
3941;3941;19
4035;4035;19
4299;4299;19
4437;4437;19
4525;4525;19
4555;4555;19
4699;4699;19
4769;4769;19
4806;4806;19
4996;4996;19
5096;5096;19
5284;5284;19
5385;5385;19
5519;5519;19
5686;5686;19
5765;5765;19
5973;5973;19
7008;7008;19
7338;7338;19
89;89;20
124;124;20
180;180;20
262;262;20
356;356;20
429;429;20
512;512;20
538;538;20
569;569;20
642;642;20
851;851;20
920;920;20
923;923;20
1072;1072;20
1203;1203;20
1306;1306;20
1323;1323;20
1455;1455;20
1538;1538;20
1633;1633;20
1664;1664;20
1670;1670;20
1699;1699;20
1867;1867;20
1927;1927;20
1940;1940;20
2011;2011;20
2145;2145;20
2151;2151;20
2169;2169;20
2285;2285;20
2412;2412;20
2433;2433;20
2552;2552;20
2620;2620;20
2634;2634;20
2663;2663;20
2810;2810;20
2811;2811;20
2813;2813;20
2819;2819;20
2836;2836;20
2840;2840;20
2915;2915;20
2976;2976;20
3132;3132;20
3212;3212;20
3247;3247;20
3355;3355;20
3484;3484;20
3494;3494;20
3565;3565;20
3583;3583;20
3638;3638;20
3765;3765;20
3958;3958;20
4065;4065;20
4226;4226;20
4403;4403;20
4611;4611;20
4655;4655;20
4682;4682;20
4745;4745;20
5064;5064;20
5329;5329;20
5372;5372;20
5903;5903;20
5925;5925;20
6822;6822;20
7400;7400;20
10231;10231;20
75;75;21
125;125;21
187;187;21
192;192;21
315;315;21
328;328;21
330;330;21
381;381;21
487;487;21
515;515;21
545;545;21
621;621;21
664;664;21
697;697;21
742;742;21
754;754;21
901;901;21
1141;1141;21
1217;1217;21
1229;1229;21
1347;1347;21
1382;1382;21
1533;1533;21
1711;1711;21
1824;1824;21
1932;1932;21
2204;2204;21
2212;2212;21
2320;2320;21
2331;2331;21
2387;2387;21
2415;2415;21
2543;2543;21
2738;2738;21
2763;2763;21
2882;2882;21
2931;2931;21
2989;2989;21
3167;3167;21
3344;3344;21
3384;3384;21
3798;3798;21
4166;4166;21
4352;4352;21
4407;4407;21
4465;4465;21
4947;4947;21
4987;4987;21
5082;5082;21
5216;5216;21
5589;5589;21
5728;5728;21
6008;6008;21
6139;6139;21
8342;8342;21
121;121;22
161;161;22
239;239;22
252;252;22
311;311;22
340;340;22
430;430;22
443;443;22
615;615;22
637;637;22
649;649;22
753;753;22
850;850;22
855;855;22
1003;1003;22
1053;1053;22
1109;1109;22
1919;1919;22
1963;1963;22
2181;2181;22
2674;2674;22
2684;2684;22
2785;2785;22
3094;3094;22
3158;3158;22
3861;3861;22
4664;4664;22
5149;5149;22
5403;5403;22
6479;6479;22
7428;7428;22
83;83;23
93;93;23
120;120;23
185;185;23
275;275;23
786;786;23
1324;1324;23
1883;1883;23
1884;1884;23
1922;1922;23
1968;1968;23
2283;2283;23
2396;2396;23
2580;2580;23
2602;2602;23
2661;2661;23
2863;2863;23
3093;3093;23
3101;3101;23
3643;3643;23
4077;4077;23
4353;4353;23
6097;6097;23
9720;9720;23
94;94;24
118;118;24
137;137;24
223;223;24
237;237;24
265;265;24
390;390;24
638;638;24
985;985;24
1042;1042;24
1504;1504;24
1764;1764;24
1765;1765;24
2091;2091;24
2389;2389;24
2658;2658;24
2952;2952;24
3253;3253;24
3297;3297;24
3530;3530;24
3772;3772;24
4765;4765;24
7483;7483;24
8195;8195;24
58;58;25
90;90;25
97;97;25
149;149;25
205;205;25
296;296;25
411;411;25
630;630;25
633;633;25
762;762;25
1031;1031;25
1057;1057;25
1143;1143;25
1151;1151;25
1354;1354;25
1697;1697;25
1962;1962;25
2018;2018;25
2268;2268;25
2853;2853;25
2904;2904;25
3065;3065;25
3181;3181;25
4643;4643;25
5026;5026;25
6426;6426;25
106;106;26
266;266;26
329;329;26
397;397;26
756;756;26
766;766;26
1176;1176;26
1282;1282;26
1299;1299;26
1315;1315;26
1356;1356;26
1598;1598;26
1657;1657;26
2365;2365;26
2710;2710;26
3578;3578;26
3743;3743;26
3881;3881;26
5315;5315;26
92;92;27
190;190;27
669;669;27
714;714;27
819;819;27
982;982;27
1021;1021;27
1165;1165;27
1552;1552;27
1717;1717;27
4054;4054;27
8458;8458;27
10043;10043;27
148;148;28
170;170;28
343;343;28
1050;1050;28
1185;1185;28
1322;1322;28
1506;1506;28
1614;1614;28
3075;3075;28
4870;4870;28
128;128;29
267;267;29
628;628;29
648;648;29
761;761;29
1091;1091;29
1904;1904;29
1905;1905;29
2787;2787;29
200;200;30
346;346;30
1186;1186;30
1252;1252;30
2927;2927;30
4094;4094;30
5884;5884;30
130;130;31
347;347;31
567;567;31
781;781;31
812;812;31
961;961;31
1528;1528;31
1579;1579;31
167;167;32
260;260;32
693;693;32
945;945;32
1116;1116;32
3427;3427;32
4609;4609;32
132;132;33
698;698;33
1553;1553;33
1890;1890;33
2975;2975;33
405;405;34
695;695;34
1959;1959;34
6323;6323;34
8308;8308;34
129;129;35
133;133;35
314;314;35
984;984;35
1058;1058;35
2197;2197;35
2484;2484;35
220;220;36
565;565;36
1255;1255;36
2196;2196;36
3076;3076;36
168;168;37
1503;1503;37
1529;1529;37
2195;2195;38
2364;2364;38
3060;3060;38
4057;4057;38
4673;4673;38
5673;5673;38
568;568;39
696;696;39
3761;3761;39
794;794;40
344;344;41
1055;1055;41
1943;1943;41
4496;4496;41
765;765;42
889;889;42
1535;1535;42
2096;2096;42
3556;3556;42
3802;3802;42
5598;5598;42
495;495;43
566;566;43
1456;1456;43
1534;1534;43
2485;2485;43
4097;4097;43
131;131;44
348;348;44
1551;1551;45
99;99;46
412;412;46
1971;1971;46
2265;2265;46
147;147;47
867;867;47
988;988;47
1537;1537;47
1164;1164;48
6101;6101;49
699;699;50
408;408;51
2416;2416;51
127;127;52
763;763;52
989;989;52
1198;1198;54
345;345;55
987;987;56
1536;1536;56
165;165;58
171;171;58
263;263;59
453;453;61
5617;5617;61
410;410;62
261;261;63
1655;1655;64
407;407;65
1056;1056;65
9134;9134;66
1054;1054;82
3109;3109;103
