Source;Target;Type;Weight
141;505;Directed;1
141;506;Directed;1
141;507;Directed;1
141;508;Directed;1
141;509;Directed;1
141;510;Directed;1
141;511;Directed;1
144;260;Directed;1
144;377;Directed;1
144;513;Directed;1
144;514;Directed;1
144;515;Directed;1
144;516;Directed;1
144;517;Directed;1
144;518;Directed;1
144;519;Directed;1
144;520;Directed;1
147;402;Directed;1
147;521;Directed;1
147;522;Directed;1
147;523;Directed;1
147;524;Directed;1
147;525;Directed;1
147;526;Directed;1
147;527;Directed;1
147;528;Directed;1
147;529;Directed;1
148;40;Directed;1
148;121;Directed;1
148;530;Directed;1
148;531;Directed;1
148;532;Directed;1
148;533;Directed;1
148;534;Directed;1
148;535;Directed;1
148;536;Directed;1
148;537;Directed;1
150;538;Directed;1
150;539;Directed;1
150;540;Directed;1
150;541;Directed;1
150;542;Directed;1
150;543;Directed;1
150;544;Directed;1
150;545;Directed;1
150;546;Directed;1
150;547;Directed;1
153;197;Directed;1
153;473;Directed;1
153;548;Directed;1
153;549;Directed;1
153;550;Directed;1
153;551;Directed;1
153;552;Directed;1
153;553;Directed;1
153;554;Directed;1
153;555;Directed;1
154;167;Directed;1
154;580;Directed;1
154;581;Directed;1
154;582;Directed;1
154;583;Directed;1
154;584;Directed;1
154;585;Directed;1
154;586;Directed;1
154;587;Directed;1
154;588;Directed;1
157;155;Directed;1
157;556;Directed;1
157;557;Directed;1
157;558;Directed;1
157;559;Directed;1
157;560;Directed;1
157;561;Directed;1
157;562;Directed;1
157;563;Directed;1
157;564;Directed;1
158;346;Directed;1
158;495;Directed;1
158;505;Directed;1
158;565;Directed;1
158;566;Directed;1
158;567;Directed;1
158;568;Directed;1
158;569;Directed;1
162;570;Directed;1
162;571;Directed;1
162;572;Directed;1
162;573;Directed;1
162;574;Directed;1
162;575;Directed;1
162;576;Directed;1
162;577;Directed;1
162;578;Directed;1
162;579;Directed;1
165;589;Directed;1
165;590;Directed;1
165;591;Directed;1
165;592;Directed;1
165;593;Directed;1
165;594;Directed;1
165;595;Directed;1
165;596;Directed;1
165;597;Directed;1
165;598;Directed;1
166;205;Directed;1
166;599;Directed;1
166;600;Directed;1
166;601;Directed;1
166;602;Directed;1
166;603;Directed;1
166;604;Directed;1
166;605;Directed;1
166;606;Directed;1
166;607;Directed;1
167;608;Directed;1
167;609;Directed;1
167;610;Directed;1
167;611;Directed;1
167;612;Directed;1
167;613;Directed;1
167;614;Directed;1
167;615;Directed;1
167;616;Directed;1
167;617;Directed;1
168;155;Directed;1
168;157;Directed;1
168;540;Directed;1
168;618;Directed;1
168;619;Directed;1
168;620;Directed;1
168;621;Directed;1
168;622;Directed;1
168;623;Directed;1
168;624;Directed;1
170;78;Directed;1
170;715;Directed;1
170;716;Directed;1
170;717;Directed;1
170;718;Directed;1
170;719;Directed;1
170;720;Directed;1
170;721;Directed;1
170;722;Directed;1
170;723;Directed;1
171;543;Directed;1
171;600;Directed;1
171;616;Directed;1
171;625;Directed;1
171;626;Directed;1
171;627;Directed;1
171;628;Directed;1
171;629;Directed;1
171;630;Directed;1
171;631;Directed;1
175;92;Directed;1
175;190;Directed;1
175;421;Directed;1
175;632;Directed;1
175;633;Directed;1
175;634;Directed;1
175;635;Directed;1
175;636;Directed;1
175;637;Directed;1
175;638;Directed;1
176;180;Directed;1
176;561;Directed;1
176;633;Directed;1
176;639;Directed;1
176;640;Directed;1
176;641;Directed;1
176;642;Directed;1
176;643;Directed;1
176;644;Directed;1
176;645;Directed;1
177;4;Directed;1
180;304;Directed;1
180;639;Directed;1
180;646;Directed;1
180;647;Directed;1
180;648;Directed;1
180;649;Directed;1
180;650;Directed;1
180;651;Directed;1
180;652;Directed;1
180;653;Directed;1
181;359;Directed;1
181;655;Directed;1
181;656;Directed;1
181;657;Directed;1
181;658;Directed;1
181;659;Directed;1
181;660;Directed;1
181;661;Directed;1
181;662;Directed;1
181;663;Directed;1
183;664;Directed;1
184;564;Directed;1
184;665;Directed;1
184;666;Directed;1
184;667;Directed;1
184;668;Directed;1
184;669;Directed;1
184;670;Directed;1
184;671;Directed;1
184;672;Directed;1
184;673;Directed;1
185;3578;Directed;1
185;8662;Directed;1
187;167;Directed;1
187;407;Directed;1
187;568;Directed;1
187;693;Directed;1
187;694;Directed;1
187;695;Directed;1
187;696;Directed;1
187;697;Directed;1
187;698;Directed;1
187;699;Directed;1
189;674;Directed;1
189;675;Directed;1
189;676;Directed;1
189;677;Directed;1
189;678;Directed;1
189;679;Directed;1
189;680;Directed;1
189;681;Directed;1
189;682;Directed;1
189;683;Directed;1
190;1091;Directed;1
190;1579;Directed;1
190;2793;Directed;1
190;3004;Directed;1
190;4496;Directed;1
190;4579;Directed;1
190;5173;Directed;1
190;5355;Directed;1
190;9273;Directed;1
190;9357;Directed;1
192;684;Directed;1
192;685;Directed;1
192;686;Directed;1
192;687;Directed;1
192;688;Directed;1
192;689;Directed;1
192;690;Directed;1
192;691;Directed;1
192;692;Directed;1
193;700;Directed;1
194;9;Directed;1
194;290;Directed;1
194;351;Directed;1
194;581;Directed;1
194;836;Directed;1
194;4391;Directed;1
194;4596;Directed;1
194;4609;Directed;1
194;4870;Directed;1
194;6699;Directed;1
195;278;Directed;1
195;399;Directed;1
195;605;Directed;1
195;701;Directed;1
195;702;Directed;1
195;703;Directed;1
195;704;Directed;1
195;705;Directed;1
195;706;Directed;1
195;707;Directed;1
198;165;Directed;1
198;178;Directed;1
198;675;Directed;1
198;708;Directed;1
198;709;Directed;1
198;710;Directed;1
198;711;Directed;1
198;712;Directed;1
198;713;Directed;1
198;714;Directed;1
200;724;Directed;1
200;725;Directed;1
200;726;Directed;1
200;727;Directed;1
200;728;Directed;1
200;729;Directed;1
200;730;Directed;1
200;731;Directed;1
200;732;Directed;1
200;733;Directed;1
201;359;Directed;1
201;734;Directed;1
201;735;Directed;1
201;736;Directed;1
201;737;Directed;1
201;738;Directed;1
201;739;Directed;1
201;740;Directed;1
201;741;Directed;1
201;742;Directed;1
206;328;Directed;1
206;641;Directed;1
206;753;Directed;1
206;754;Directed;1
206;755;Directed;1
206;756;Directed;1
206;757;Directed;1
206;758;Directed;1
206;759;Directed;1
206;760;Directed;1
207;743;Directed;1
207;744;Directed;1
207;745;Directed;1
207;746;Directed;1
207;747;Directed;1
207;748;Directed;1
207;749;Directed;1
207;750;Directed;1
207;751;Directed;1
207;752;Directed;1
213;172;Directed;1
213;348;Directed;1
213;410;Directed;1
213;761;Directed;1
213;762;Directed;1
213;763;Directed;1
213;764;Directed;1
213;765;Directed;1
213;766;Directed;1
213;767;Directed;1
218;69;Directed;1
218;564;Directed;1
218;768;Directed;1
218;769;Directed;1
218;770;Directed;1
218;771;Directed;1
218;772;Directed;1
218;773;Directed;1
218;774;Directed;1
220;108;Directed;1
220;775;Directed;1
220;776;Directed;1
220;777;Directed;1
220;778;Directed;1
220;779;Directed;1
220;780;Directed;1
220;781;Directed;1
220;782;Directed;1
220;783;Directed;1
221;784;Directed;1
223;355;Directed;1
223;785;Directed;1
223;786;Directed;1
223;787;Directed;1
223;788;Directed;1
223;789;Directed;1
223;790;Directed;1
223;791;Directed;1
223;792;Directed;1
227;58;Directed;1
227;106;Directed;1
227;343;Directed;1
227;344;Directed;1
227;345;Directed;1
227;347;Directed;1
227;793;Directed;1
227;794;Directed;1
227;795;Directed;1
229;161;Directed;1
229;362;Directed;1
229;796;Directed;1
229;797;Directed;1
229;798;Directed;1
229;799;Directed;1
229;800;Directed;1
229;801;Directed;1
229;802;Directed;1
231;1268;Directed;1
231;1269;Directed;1
231;1270;Directed;1
231;1271;Directed;1
231;1272;Directed;1
231;1273;Directed;1
231;1274;Directed;1
234;92;Directed;1
234;627;Directed;1
234;691;Directed;1
234;803;Directed;1
234;804;Directed;1
234;805;Directed;1
234;806;Directed;1
234;807;Directed;1
234;808;Directed;1
234;809;Directed;1
235;4;Directed;1
235;810;Directed;1
235;811;Directed;1
235;812;Directed;1
235;813;Directed;1
235;814;Directed;1
235;815;Directed;1
235;816;Directed;1
235;817;Directed;1
235;818;Directed;1
236;256;Directed;1
236;768;Directed;1
236;773;Directed;1
236;836;Directed;1
236;837;Directed;1
236;838;Directed;1
236;839;Directed;1
236;840;Directed;1
236;841;Directed;1
236;842;Directed;1
237;296;Directed;1
237;579;Directed;1
237;812;Directed;1
237;819;Directed;1
237;820;Directed;1
237;821;Directed;1
237;822;Directed;1
237;823;Directed;1
237;824;Directed;1
237;825;Directed;1
238;826;Directed;1
238;827;Directed;1
238;828;Directed;1
238;829;Directed;1
238;830;Directed;1
238;831;Directed;1
238;832;Directed;1
238;833;Directed;1
238;834;Directed;1
238;835;Directed;1
239;475;Directed;1
239;844;Directed;1
239;910;Directed;1
239;911;Directed;1
239;912;Directed;1
239;913;Directed;1
239;914;Directed;1
239;915;Directed;1
239;916;Directed;1
239;917;Directed;1
240;505;Directed;1
240;518;Directed;1
240;843;Directed;1
240;844;Directed;1
240;845;Directed;1
240;846;Directed;1
240;847;Directed;1
240;848;Directed;1
242;669;Directed;1
242;783;Directed;1
242;809;Directed;1
242;849;Directed;1
242;850;Directed;1
242;851;Directed;1
242;852;Directed;1
242;853;Directed;1
242;854;Directed;1
242;855;Directed;1
244;669;Directed;1
244;957;Directed;1
244;1012;Directed;1
244;1020;Directed;1
244;1021;Directed;1
244;1022;Directed;1
244;1023;Directed;1
244;1024;Directed;1
244;1025;Directed;1
244;1026;Directed;1
247;1275;Directed;1
247;1276;Directed;1
247;1277;Directed;1
247;1278;Directed;1
247;1279;Directed;1
247;1280;Directed;1
248;76;Directed;1
248;419;Directed;1
248;726;Directed;1
248;856;Directed;1
248;857;Directed;1
248;858;Directed;1
248;859;Directed;1
248;860;Directed;1
248;861;Directed;1
248;862;Directed;1
251;685;Directed;1
251;859;Directed;1
251;863;Directed;1
251;864;Directed;1
251;865;Directed;1
251;866;Directed;1
251;867;Directed;1
251;868;Directed;1
251;869;Directed;1
251;870;Directed;1
252;301;Directed;1
252;500;Directed;1
252;866;Directed;1
252;894;Directed;1
252;895;Directed;1
252;896;Directed;1
252;897;Directed;1
252;898;Directed;1
252;899;Directed;1
252;900;Directed;1
253;483;Directed;1
253;886;Directed;1
253;887;Directed;1
253;888;Directed;1
253;889;Directed;1
253;890;Directed;1
253;891;Directed;1
253;892;Directed;1
253;893;Directed;1
254;305;Directed;1
254;901;Directed;1
254;902;Directed;1
254;903;Directed;1
254;904;Directed;1
254;905;Directed;1
254;906;Directed;1
254;907;Directed;1
254;908;Directed;1
254;909;Directed;1
255;864;Directed;1
255;924;Directed;1
255;925;Directed;1
255;926;Directed;1
255;927;Directed;1
255;928;Directed;1
255;929;Directed;1
255;930;Directed;1
255;931;Directed;1
255;932;Directed;1
256;291;Directed;1
256;686;Directed;1
256;812;Directed;1
256;860;Directed;1
256;918;Directed;1
256;919;Directed;1
256;920;Directed;1
256;921;Directed;1
256;922;Directed;1
256;923;Directed;1
260;162;Directed;1
260;329;Directed;1
260;975;Directed;1
260;976;Directed;1
260;977;Directed;1
260;978;Directed;1
260;979;Directed;1
260;980;Directed;1
260;981;Directed;1
261;547;Directed;1
261;933;Directed;1
261;934;Directed;1
261;935;Directed;1
261;936;Directed;1
261;937;Directed;1
261;938;Directed;1
261;939;Directed;1
261;940;Directed;1
261;941;Directed;1
262;103;Directed;1
262;323;Directed;1
262;326;Directed;1
262;330;Directed;1
262;942;Directed;1
262;943;Directed;1
262;944;Directed;1
262;945;Directed;1
262;946;Directed;1
262;947;Directed;1
263;114;Directed;1
263;481;Directed;1
263;1093;Directed;1
263;1588;Directed;1
263;1717;Directed;1
263;2071;Directed;1
263;2122;Directed;1
263;2870;Directed;1
263;2871;Directed;1
263;2872;Directed;1
264;642;Directed;1
264;948;Directed;1
264;949;Directed;1
264;950;Directed;1
264;951;Directed;1
264;952;Directed;1
264;953;Directed;1
264;954;Directed;1
264;955;Directed;1
264;956;Directed;1
265;386;Directed;1
265;484;Directed;1
265;1027;Directed;1
265;1028;Directed;1
265;1029;Directed;1
265;1030;Directed;1
265;1031;Directed;1
265;1032;Directed;1
265;1033;Directed;1
265;1034;Directed;1
266;978;Directed;1
266;1011;Directed;1
266;1012;Directed;1
266;1013;Directed;1
266;1014;Directed;1
266;1015;Directed;1
266;1016;Directed;1
266;1017;Directed;1
266;1018;Directed;1
266;1019;Directed;1
267;628;Directed;1
267;928;Directed;1
267;959;Directed;1
267;960;Directed;1
267;961;Directed;1
267;962;Directed;1
267;963;Directed;1
267;964;Directed;1
267;965;Directed;1
267;966;Directed;1
268;215;Directed;1
268;967;Directed;1
268;968;Directed;1
268;969;Directed;1
268;970;Directed;1
268;971;Directed;1
268;972;Directed;1
268;973;Directed;1
268;974;Directed;1
270;263;Directed;1
270;1044;Directed;1
270;1045;Directed;1
270;1046;Directed;1
270;1047;Directed;1
270;1048;Directed;1
270;1049;Directed;1
270;1050;Directed;1
270;1051;Directed;1
270;1052;Directed;1
272;765;Directed;1
272;982;Directed;1
272;983;Directed;1
272;984;Directed;1
272;985;Directed;1
272;986;Directed;1
272;987;Directed;1
272;988;Directed;1
272;989;Directed;1
273;289;Directed;1
273;635;Directed;1
273;967;Directed;1
273;990;Directed;1
273;991;Directed;1
273;992;Directed;1
273;993;Directed;1
273;994;Directed;1
273;995;Directed;1
273;996;Directed;1
275;149;Directed;1
275;431;Directed;1
275;997;Directed;1
275;998;Directed;1
275;999;Directed;1
275;1000;Directed;1
275;1001;Directed;1
275;1002;Directed;1
275;1003;Directed;1
275;1004;Directed;1
276;1315;Directed;1
277;413;Directed;1
277;637;Directed;1
277;638;Directed;1
277;698;Directed;1
277;1005;Directed;1
277;1006;Directed;1
277;1007;Directed;1
277;1008;Directed;1
277;1009;Directed;1
277;1010;Directed;1
280;264;Directed;1
280;1035;Directed;1
280;1036;Directed;1
280;1037;Directed;1
280;1038;Directed;1
280;1039;Directed;1
280;1040;Directed;1
280;1041;Directed;1
280;1042;Directed;1
280;1043;Directed;1
281;542;Directed;1
281;837;Directed;1
281;2226;Directed;1
281;2468;Directed;1
281;3324;Directed;1
281;4303;Directed;1
281;5152;Directed;1
281;5453;Directed;1
281;5495;Directed;1
281;5496;Directed;1
282;50;Directed;1
285;106;Directed;1
285;345;Directed;1
285;407;Directed;1
285;569;Directed;1
285;1053;Directed;1
285;1054;Directed;1
285;1055;Directed;1
285;1056;Directed;1
285;1057;Directed;1
285;1058;Directed;1
286;203;Directed;1
286;1073;Directed;1
286;1074;Directed;1
286;1075;Directed;1
286;1076;Directed;1
286;1077;Directed;1
286;1078;Directed;1
