Source;Target;Type;Weight
855;90;Directed;1
855;407;Directed;1
855;565;Directed;1
855;694;Directed;1
855;695;Directed;1
855;699;Directed;1
855;984;Directed;1
855;1056;Directed;1
856;781;Directed;1
856;2513;Directed;1
856;2517;Directed;1
864;58;Directed;1
864;128;Directed;1
864;664;Directed;1
864;1056;Directed;1
864;1347;Directed;1
867;213;Directed;1
867;596;Directed;1
867;674;Directed;1
867;2518;Directed;1
870;2532;Directed;1
870;2533;Directed;1
871;901;Directed;1
871;1169;Directed;1
889;167;Directed;1
889;2552;Directed;1
893;261;Directed;1
893;410;Directed;1
893;565;Directed;1
893;699;Directed;1
893;765;Directed;1
893;867;Directed;1
893;945;Directed;1
893;1072;Directed;1
893;1255;Directed;1
893;1299;Directed;1
901;129;Directed;1
901;695;Directed;1
901;699;Directed;1
901;1055;Directed;1
901;1164;Directed;1
901;1198;Directed;1
901;1456;Directed;1
901;1552;Directed;1
901;1971;Directed;1
904;244;Directed;1
904;2409;Directed;1
911;932;Directed;1
911;958;Directed;1
911;3066;Directed;1
911;4673;Directed;1
912;569;Directed;1
912;763;Directed;1
912;1968;Directed;1
912;2620;Directed;1
912;2624;Directed;1
920;127;Directed;1
920;187;Directed;1
920;697;Directed;1
920;841;Directed;1
920;1353;Directed;1
920;1534;Directed;1
920;1535;Directed;1
920;1537;Directed;1
920;1553;Directed;1
920;2096;Directed;1
923;1579;Directed;1
923;2618;Directed;1
923;2619;Directed;1
925;128;Directed;1
925;2628;Directed;1
928;750;Directed;1
928;824;Directed;1
928;1997;Directed;1
928;2634;Directed;1
931;2658;Directed;1
934;834;Directed;1
934;850;Directed;1
934;1008;Directed;1
934;1295;Directed;1
935;1202;Directed;1
935;1824;Directed;1
935;2683;Directed;1
943;1217;Directed;1
943;1863;Directed;1
945;176;Directed;1
945;205;Directed;1
945;850;Directed;1
945;1699;Directed;1
945;2684;Directed;1
946;702;Directed;1
946;1186;Directed;1
946;1322;Directed;1
946;2602;Directed;1
952;850;Directed;1
952;2695;Directed;1
958;220;Directed;1
958;344;Directed;1
958;697;Directed;1
958;1503;Directed;1
961;574;Directed;1
961;674;Directed;1
977;343;Directed;1
977;505;Directed;1
977;2738;Directed;1
977;2744;Directed;1
983;185;Directed;1
983;2785;Directed;1
984;647;Directed;1
984;1555;Directed;1
984;2747;Directed;1
985;141;Directed;1
985;2346;Directed;1
987;118;Directed;1
987;1158;Directed;1
987;1459;Directed;1
988;2268;Directed;1
989;1579;Directed;1
989;2265;Directed;1
1003;567;Directed;1
1003;2315;Directed;1
1003;2787;Directed;1
1003;2789;Directed;1
1008;512;Directed;1
1008;1056;Directed;1
1008;2790;Directed;1
1015;545;Directed;1
1021;275;Directed;1
1021;2812;Directed;1
1021;2813;Directed;1
1024;133;Directed;1
1024;165;Directed;1
1024;407;Directed;1
1024;568;Directed;1
1024;693;Directed;1
1024;695;Directed;1
1024;696;Directed;1
1024;699;Directed;1
1024;1354;Directed;1
1025;2433;Directed;1
1025;2810;Directed;1
1025;2811;Directed;1
1026;1109;Directed;1
1026;1491;Directed;1
1031;565;Directed;1
1031;765;Directed;1
1031;945;Directed;1
1031;1299;Directed;1
1031;1459;Directed;1
1031;2819;Directed;1
1042;1198;Directed;1
1042;1997;Directed;1
1042;2828;Directed;1
1050;1626;Directed;1
1050;2830;Directed;1
1053;1172;Directed;1
1054;220;Directed;1
1057;2853;Directed;1
1057;2854;Directed;1
1058;2862;Directed;1
1058;2863;Directed;1
1058;2866;Directed;1
1072;992;Directed;1
1072;1198;Directed;1
1072;2904;Directed;1
1073;87;Directed;1
1073;161;Directed;1
1073;2244;Directed;1
1073;3181;Directed;1
1073;7529;Directed;1
1079;2898;Directed;1
1101;2546;Directed;1
1105;1354;Directed;1
1105;2143;Directed;1
1107;290;Directed;1
1107;335;Directed;1
1107;615;Directed;1
1109;174;Directed;1
1109;344;Directed;1
1109;867;Directed;1
1109;1456;Directed;1
1109;1536;Directed;1
1109;1553;Directed;1
1109;2364;Directed;1
1109;2365;Directed;1
1111;1042;Directed;1
1111;1054;Directed;1
1111;1091;Directed;1
1111;2975;Directed;1
1111;2976;Directed;1
1116;742;Directed;1
1116;850;Directed;1
1116;3001;Directed;1
1116;3004;Directed;1
1130;453;Directed;1
1130;567;Directed;1
1130;1421;Directed;1
1145;567;Directed;1
1145;952;Directed;1
1145;1130;Directed;1
1151;628;Directed;1
1151;1537;Directed;1
1151;3052;Directed;1
1157;2660;Directed;1
1158;648;Directed;1
1158;1579;Directed;1
1158;2658;Directed;1
1158;3047;Directed;1
1165;986;Directed;1
1165;1717;Directed;1
1165;3055;Directed;1
1166;3084;Directed;1
1168;495;Directed;1
1168;1533;Directed;1
1168;3060;Directed;1
1169;93;Directed;1
1169;180;Directed;1
1169;223;Directed;1
1169;267;Directed;1
1169;1185;Directed;1
1169;3065;Directed;1
1169;3066;Directed;1
1172;185;Directed;1
1172;649;Directed;1
1172;3075;Directed;1
1172;3076;Directed;1
1172;3078;Directed;1
1185;2560;Directed;1
1186;1109;Directed;1
1186;2265;Directed;1
1186;3109;Directed;1
1194;1198;Directed;1
1194;3156;Directed;1
1198;560;Directed;1
1198;3127;Directed;1
1202;1664;Directed;1
1202;2504;Directed;1
1203;290;Directed;1
1203;2367;Directed;1
1203;2458;Directed;1
1218;640;Directed;1
1218;2898;Directed;1
1223;147;Directed;1
1223;165;Directed;1
1223;763;Directed;1
1223;1056;Directed;1
1223;1551;Directed;1
1223;1959;Directed;1
1223;2196;Directed;1
1223;3060;Directed;1
1229;1533;Directed;1
1231;189;Directed;1
1243;1172;Directed;1
1243;1408;Directed;1
1252;762;Directed;1
1252;1056;Directed;1
1252;1455;Directed;1
1252;3055;Directed;1
1252;9702;Directed;1
1255;180;Directed;1
1255;3222;Directed;1
1255;3223;Directed;1
1258;1711;Directed;1
1281;860;Directed;1
1281;1968;Directed;1
1295;167;Directed;1
1295;1054;Directed;1
1295;1717;Directed;1
1295;1963;Directed;1
1299;901;Directed;1
1299;3274;Directed;1
1306;25;Directed;1
1306;1185;Directed;1
1306;4546;Directed;1
1308;2996;Directed;1
1315;986;Directed;1
1315;1322;Directed;1
1315;1414;Directed;1
1315;3297;Directed;1
1317;2628;Directed;1
1322;92;Directed;1
1322;127;Directed;1
1322;129;Directed;1
1322;130;Directed;1
1322;267;Directed;1
1322;693;Directed;1
1322;1056;Directed;1
1322;1959;Directed;1
1322;3065;Directed;1
1324;161;Directed;1
1324;851;Directed;1
1324;1365;Directed;1
1327;375;Directed;1
1327;430;Directed;1
1330;390;Directed;1
1330;819;Directed;1
1330;1088;Directed;1
1330;1527;Directed;1
1330;2862;Directed;1
1334;630;Directed;1
1353;92;Directed;1
1353;2144;Directed;1
1354;290;Directed;1
1354;1391;Directed;1
1354;1760;Directed;1
1354;1997;Directed;1
1354;2354;Directed;1
1356;3592;Directed;1
1359;267;Directed;1
1359;567;Directed;1
1359;2195;Directed;1
1359;2486;Directed;1
1359;3094;Directed;1
1359;3373;Directed;1
1367;1893;Directed;1
1368;3384;Directed;1
1373;165;Directed;1
1373;568;Directed;1
1373;693;Directed;1
1373;694;Directed;1
1373;695;Directed;1
1373;698;Directed;1
1373;3399;Directed;1
1373;3400;Directed;1
1382;447;Directed;1
1386;315;Directed;1
1386;1327;Directed;1
1386;2952;Directed;1
1391;2236;Directed;1
1400;162;Directed;1
1400;343;Directed;1
1401;3484;Directed;1
1409;568;Directed;1
1409;695;Directed;1
1409;697;Directed;1
1409;982;Directed;1
1409;984;Directed;1
1409;986;Directed;1
1414;262;Directed;1
1414;263;Directed;1
1414;1535;Directed;1
1414;3494;Directed;1
1428;692;Directed;1
1428;714;Directed;1
1430;127;Directed;1
1430;168;Directed;1
1430;265;Directed;1
1430;412;Directed;1
1430;1054;Directed;1
1430;1353;Directed;1
1430;1536;Directed;1
1430;1537;Directed;1
1430;1538;Directed;1
1430;2195;Directed;1
1440;824;Directed;1
1440;3253;Directed;1
1440;3529;Directed;1
1455;648;Directed;1
1455;3384;Directed;1
1456;3216;Directed;1
1456;3556;Directed;1
1459;176;Directed;1
1472;3065;Directed;1
1472;3583;Directed;1
1503;1664;Directed;1
1504;453;Directed;1
1504;2145;Directed;1
1504;2543;Directed;1
1504;3638;Directed;1
1528;1359;Directed;1
1529;870;Directed;1
1529;1845;Directed;1
1534;640;Directed;1
1534;1243;Directed;1
1534;2684;Directed;1
1535;54;Directed;1
1535;702;Directed;1
1536;148;Directed;1
1536;1218;Directed;1
1536;3355;Directed;1
1537;2497;Directed;1
1537;3060;Directed;1
1537;3678;Directed;1
1537;3680;Directed;1
1538;58;Directed;1
1538;344;Directed;1
1538;345;Directed;1
1538;794;Directed;1
1551;1306;Directed;1
1552;2011;Directed;1
1552;3705;Directed;1
1553;54;Directed;1
1555;137;Directed;1
1555;3705;Directed;1
1555;3716;Directed;1
1579;81;Directed;1
1579;1252;Directed;1
1579;1900;Directed;1
1579;3399;Directed;1
1586;187;Directed;1
1586;189;Directed;1
1586;190;Directed;1
1586;192;Directed;1
1586;1054;Directed;1
1586;3399;Directed;1
1589;329;Directed;1
1589;988;Directed;1
1589;2433;Directed;1
1592;3578;Directed;1
1592;3772;Directed;1
1611;124;Directed;1
1611;130;Directed;1
1611;565;Directed;1
1611;3300;Directed;1
1611;3798;Directed;1
1614;2011;Directed;1
1625;127;Directed;1
1625;2927;Directed;1
1625;3826;Directed;1
1625;3827;Directed;1
1626;3815;Directed;1
1633;699;Directed;1
1633;1747;Directed;1
1633;2127;Directed;1
1639;75;Directed;1
1639;1553;Directed;1
1639;3831;Directed;1
1652;92;Directed;1
1652;130;Directed;1
1652;1111;Directed;1
1655;547;Directed;1
1655;642;Directed;1
1655;860;Directed;1
1655;961;Directed;1
1655;1805;Directed;1
1655;4046;Directed;1
1655;4711;Directed;1
1655;5216;Directed;1
1655;5999;Directed;1
1655;6294;Directed;1
1655;9774;Directed;1
1656;1658;Directed;1
1657;1959;Directed;1
1657;2661;Directed;1
1657;5570;Directed;1
1658;2660;Directed;1
1658;2683;Directed;1
1658;3856;Directed;1
1663;185;Directed;1
1663;649;Directed;1
1663;2017;Directed;1
1663;3413;Directed;1
1663;3861;Directed;1
1664;261;Directed;1
1664;412;Directed;1
1664;453;Directed;1
1664;495;Directed;1
1664;3076;Directed;1
1664;3881;Directed;1
1665;375;Directed;1
1665;660;Directed;1
1665;1054;Directed;1
1665;2952;Directed;1
1669;2091;Directed;1
1669;2882;Directed;1
1670;2096;Directed;1
1697;288;Directed;1
1697;3247;Directed;1
1697;3903;Directed;1
1697;3905;Directed;1
1711;1368;Directed;1
1711;3923;Directed;1
1713;2320;Directed;1
1713;3925;Directed;1
1717;3351;Directed;1
1718;620;Directed;1
1718;1527;Directed;1
1719;638;Directed;1
1719;2320;Directed;1
1719;3941;Directed;1
1739;165;Directed;1
1739;796;Directed;1
1739;1534;Directed;1
1739;4407;Directed;1
1740;447;Directed;1
1740;3798;Directed;1
1747;742;Directed;1
1747;2618;Directed;1
1747;6041;Directed;1
1750;592;Directed;1
1755;94;Directed;1
1755;171;Directed;1
1760;904;Directed;1
1760;1255;Directed;1
1760;1408;Directed;1
1760;1943;Directed;1
1760;4002;Directed;1
1764;1400;Directed;1
1764;4006;Directed;1
1765;147;Directed;1
1765;407;Directed;1
1765;505;Directed;1
1765;763;Directed;1
1765;889;Directed;1
1765;989;Directed;1
1765;1504;Directed;1
1765;1614;Directed;1
1774;174;Directed;1
1774;408;Directed;1
1774;692;Directed;1
1774;3156;Directed;1
1785;1042;Directed;1
1785;1198;Directed;1
1787;1243;Directed;1
1787;5026;Directed;1
1795;834;Directed;1
1795;838;Directed;1
1805;988;Directed;1
1805;4046;Directed;1
1807;1055;Directed;1
1807;4057;Directed;1
1809;382;Directed;1
1809;834;Directed;1
1809;3094;Directed;1
1809;4054;Directed;1
1814;2196;Directed;1
1814;3763;Directed;1
1814;4065;Directed;1
1826;2485;Directed;1
1835;147;Directed;1
1835;410;Directed;1
1835;566;Directed;1
1835;826;Directed;1
1835;1056;Directed;1
1835;1551;Directed;1
1835;1959;Directed;1
1835;1971;Directed;1
1835;3060;Directed;1
1841;174;Directed;1
1841;867;Directed;1
1841;1456;Directed;1
1841;1535;Directed;1
1841;1536;Directed;1
1841;2364;Directed;1
1841;3530;Directed;1
1845;4057;Directed;1
1850;170;Directed;1
1850;677;Directed;1
1850;761;Directed;1
1850;987;Directed;1
1850;1053;Directed;1
1850;1056;Directed;1
1850;1971;Directed;1
1850;2096;Directed;1
1850;2485;Directed;1
1867;410;Directed;1
1867;538;Directed;1
1867;565;Directed;1
1867;1299;Directed;1
1867;1614;Directed;1
1867;3665;Directed;1
1883;570;Directed;1
1883;2119;Directed;1
1883;3583;Directed;1
1883;4125;Directed;1
1883;4127;Directed;1
1883;4128;Directed;1
1884;1699;Directed;1
1890;330;Directed;1
1890;354;Directed;1
1890;1893;Directed;1
1890;1968;Directed;1
1890;3047;Directed;1
1890;4611;Directed;1
1890;7595;Directed;1
1893;410;Directed;1
1893;762;Directed;1
1893;986;Directed;1
1903;1883;Directed;1
1903;4139;Directed;1
1903;4142;Directed;1
1904;390;Directed;1
1904;408;Directed;1
1904;1042;Directed;1
1905;867;Directed;1
1905;992;Directed;1
1905;2034;Directed;1
1927;2787;Directed;1
1927;3156;Directed;1
1929;1699;Directed;1
1929;4173;Directed;1
1932;192;Directed;1
1932;330;Directed;1
1932;727;Directed;1
1933;1282;Directed;1
1940;3384;Directed;1
1940;4046;Directed;1
1943;1340;Directed;1
1943;3355;Directed;1
1943;3999;Directed;1
1953;2684;Directed;1
1953;4173;Directed;1
1959;90;Directed;1
1959;94;Directed;1
1959;171;Directed;1
1959;263;Directed;1
1959;565;Directed;1
1959;761;Directed;1
1959;984;Directed;1
1963;3638;Directed;1
1971;1055;Directed;1
1971;1281;Directed;1
1971;3905;Directed;1
1997;2695;Directed;1
1997;4077;Directed;1
2002;390;Directed;1
2002;838;Directed;1
2002;989;Directed;1
2002;1056;Directed;1
2002;4274;Directed;1
2006;935;Directed;1
2006;977;Directed;1
2006;1021;Directed;1
2006;1586;Directed;1
2006;1787;Directed;1
2007;46;Directed;1
2007;430;Directed;1
2007;753;Directed;1
2007;1932;Directed;1
2011;118;Directed;1
2011;986;Directed;1
2011;2265;Directed;1
2011;2928;Directed;1
2017;1962;Directed;1
2018;1527;Directed;1
2022;205;Directed;1
2022;1367;Directed;1
2022;3181;Directed;1
2028;329;Directed;1
2028;3761;Directed;1
2034;638;Directed;1
2034;1347;Directed;1
2034;4315;Directed;1
2062;4352;Directed;1
2062;4353;Directed;1
2062;4355;Directed;1
2096;569;Directed;1
2096;1255;Directed;1
2096;1574;Directed;1
2096;2882;Directed;1
2096;3418;Directed;1
2096;3827;Directed;1
2107;127;Directed;1
2107;171;Directed;1
2107;408;Directed;1
2107;495;Directed;1
2107;988;Directed;1
2107;1503;Directed;1
2107;1529;Directed;1
2107;1536;Directed;1
2107;3076;Directed;1
2107;3802;Directed;1
2113;3078;Directed;1
2116;343;Directed;1
2116;345;Directed;1
2116;346;Directed;1
2116;846;Directed;1
2116;2343;Directed;1
2116;2570;Directed;1
2119;1116;Directed;1
2119;1217;Directed;1
2127;1940;Directed;1
2127;2359;Directed;1
2128;1503;Directed;1
2128;2169;Directed;1
2128;4437;Directed;1
2143;263;Directed;1
2143;412;Directed;1
2143;538;Directed;1
2143;1054;Directed;1
2143;1534;Directed;1
2143;1553;Directed;1
2143;1614;Directed;1
2143;1903;Directed;1
2143;1905;Directed;1
2143;2196;Directed;1
2144;161;Directed;1
2144;4462;Directed;1
2145;3468;Directed;1
2151;538;Directed;1
2151;565;Directed;1
2151;867;Directed;1
2151;945;Directed;1
2151;987;Directed;1
2151;989;Directed;1
2151;1072;Directed;1
2151;1299;Directed;1
2151;1614;Directed;1
2151;1903;Directed;1
2165;288;Directed;1
2165;1953;Directed;1
2166;165;Directed;1
2166;412;Directed;1
2166;453;Directed;1
2166;699;Directed;1
2166;763;Directed;1
2166;2195;Directed;1
2166;2196;Directed;1
2166;2197;Directed;1
2181;2367;Directed;1
2181;3127;Directed;1
2181;4491;Directed;1
2182;161;Directed;1
2182;5156;Directed;1
2182;6722;Directed;1
2195;25;Directed;1
2195;633;Directed;1
2195;992;Directed;1
2195;4094;Directed;1
2196;1243;Directed;1
2196;1550;Directed;1
2196;1697;Directed;1
2196;1711;Directed;1
2197;120;Directed;1
2197;1057;Directed;1
2204;1747;Directed;1
2221;1165;Directed;1
2231;171;Directed;1
2231;261;Directed;1
2231;408;Directed;1
2231;889;Directed;1
2231;988;Directed;1
2231;1503;Directed;1
2231;1506;Directed;1
2231;1529;Directed;1
2231;1536;Directed;1
2231;3802;Directed;1
2236;2882;Directed;1
2236;4546;Directed;1
2265;3583;Directed;1
2265;4575;Directed;1
2268;1368;Directed;1
2268;2181;Directed;1
2268;3212;Directed;1
2283;2882;Directed;1
2285;819;Directed;1
2288;91;Directed;1
2288;4609;Directed;1
2288;5315;Directed;1
2309;263;Directed;1
2309;538;Directed;1
2309;765;Directed;1
2309;987;Directed;1
