Id;Label;Interval
563;563;11
564;564;15
565;565;36
566;566;43
567;567;31
568;568;39
569;569;20
570;570;19
571;571;8
572;572;8
573;573;2
574;574;17
575;575;11
576;576;16
577;577;18
578;578;6
579;579;2
580;580;16
581;581;18
582;582;19
583;583;10
584;584;2
585;585;8
586;586;10
587;587;5
588;588;5
589;589;4
590;590;17
591;591;14
592;592;17
593;593;13
594;594;5
595;595;15
596;596;19
597;597;13
598;598;7
599;599;3
600;600;10
601;601;13
602;602;9
603;603;14
604;604;14
605;605;17
606;606;9
607;607;1
608;608;8
609;609;2
610;610;19
611;611;13
612;612;3
613;613;9
614;614;16
615;615;22
616;616;7
617;617;15
618;618;3
619;619;3
620;620;18
621;621;21
622;622;4
623;623;5
624;624;11
625;625;5
626;626;9
627;627;6
628;628;29
629;629;3
630;630;25
631;631;19
632;632;12
633;633;25
634;634;6
635;635;5
636;636;11
637;637;22
638;638;24
639;639;15
640;640;17
641;641;5
642;642;20
643;643;11
644;644;15
645;645;2
646;646;6
647;647;17
648;648;29
649;649;22
650;650;19
651;651;1
652;652;7
653;653;7
654;654;14
655;655;1
656;656;2
657;657;14
658;658;7
659;659;6
660;660;18
661;661;16
662;662;1
663;663;7
664;664;21
665;665;8
666;666;14
667;667;2
668;668;12
669;669;27
670;670;7
671;671;12
672;672;8
673;673;12
674;674;18
675;675;17
676;676;4
677;677;17
678;678;13
679;679;9
680;680;9
681;681;2
682;682;1
683;683;14
684;684;13
685;685;16
686;686;10
687;687;11
688;688;14
689;689;3
690;690;2
691;691;14
692;692;17
693;693;32
694;694;18
695;695;34
696;696;39
697;697;21
698;698;33
699;699;50
700;700;7
701;701;8
702;702;17
703;703;18
704;704;10
705;705;16
706;706;12
707;707;3
708;708;11
709;709;18
710;710;9
711;711;6
712;712;3
713;713;13
714;714;27
715;715;1
716;716;11
717;717;16
718;718;6
719;719;15
720;720;17
721;721;15
722;722;16
723;723;14
724;724;7
725;725;3
726;726;14
727;727;17
728;728;10
729;729;10
730;730;14
731;731;8
732;732;6
733;733;5
734;734;9
735;735;13
736;736;11
737;737;1
738;738;7
739;739;4
740;740;12
741;741;5
742;742;21
743;743;14
744;744;13
745;745;4
746;746;7
747;747;2
748;748;11
749;749;4
750;750;18
751;751;1
752;752;11
753;753;22
754;754;21
755;755;3
756;756;26
757;757;7
758;758;13
759;759;12
760;760;8
761;761;29
762;762;25
763;763;52
764;764;6
765;765;42
766;766;26
767;767;1
768;768;13
769;769;1
770;770;1
771;771;3
772;772;12
773;773;2
774;774;15
775;775;2
776;776;10
777;777;5
778;778;1
779;779;3
780;780;1
781;781;31
782;782;5
783;783;2
784;784;6
785;785;3
786;786;23
787;787;7
788;788;18
789;789;18
790;790;16
791;791;14
792;792;12
793;793;7
794;794;40
795;795;13
796;796;18
797;797;9
798;798;12
799;799;2
800;800;3
801;801;11
802;802;3
803;803;8
804;804;8
805;805;1
806;806;2
807;807;4
808;808;3
809;809;5
810;810;6
811;811;13
812;812;31
813;813;1
814;814;4
815;815;10
816;816;2
817;817;1
818;818;1
819;819;27
820;820;13
821;821;12
822;822;12
823;823;15
824;824;19
825;825;14
826;826;17
827;827;14
828;828;3
829;829;13
830;830;12
831;831;10
832;832;18
833;833;14
834;834;17
835;835;16
836;836;3
837;837;16
838;838;19
839;839;14
840;840;15
841;841;16
842;842;13
843;843;3
844;844;12
845;845;1
846;846;17
847;847;14
848;848;3
849;849;14
850;850;22
851;851;20
852;852;8
853;853;15
854;854;9
855;855;22
856;856;19
857;857;12
858;858;11
859;859;14
860;860;17
861;861;3
862;862;13
863;863;8
864;864;16
865;865;14
866;866;14
867;867;47
868;868;6
869;869;5
870;870;19
871;871;17
872;872;3
873;873;2
874;874;11
875;875;6
876;876;3
877;877;2
878;878;4
879;879;4
880;880;9
881;881;1
882;882;12
883;883;7
884;884;3
885;885;8
886;886;15
887;887;6
888;888;4
889;889;42
890;890;14
891;891;14
892;892;15
893;893;16
894;894;6
895;895;6
896;896;12
897;897;15
898;898;4
899;899;2
900;900;12
901;901;21
902;902;13
903;903;7
904;904;18
905;905;5
906;906;11
907;907;6
908;908;5
909;909;4
910;910;6
911;911;18
912;912;16
913;913;7
914;914;3
915;915;1
916;916;12
917;917;3
918;918;1
919;919;6
920;920;20
921;921;9
922;922;13
923;923;20
924;924;12
925;925;17
926;926;5
927;927;13
928;928;18
929;929;6
930;930;13
931;931;18
932;932;18
933;933;9
934;934;16
935;935;18
936;936;2
937;937;12
938;938;15
939;939;6
940;940;5
941;941;14
942;942;3
943;943;17
944;944;1
945;945;32
946;946;18
947;947;6
948;948;7
949;949;6
950;950;2
951;951;2
952;952;18
953;953;5
954;954;11
955;955;14
956;956;13
957;957;4
958;958;19
959;959;2
960;960;6
961;961;31
962;962;1
963;963;14
964;964;6
965;965;10
966;966;12
967;967;14
968;968;11
969;969;4
970;970;18
971;971;13
972;972;13
973;973;12
974;974;2
975;975;11
976;976;8
977;977;18
978;978;11
979;979;4
980;980;4
981;981;6
982;982;27
983;983;19
984;984;35
985;985;24
986;986;18
987;987;56
988;988;47
989;989;52
990;990;13
991;991;2
992;992;19
993;993;16
994;994;2
995;995;1
996;996;11
997;997;2
998;998;5
999;999;1
1000;1000;2
1001;1001;7
1002;1002;1
1003;1003;22
1004;1004;7
1005;1005;10
1006;1006;9
1007;1007;2
1008;1008;17
1009;1009;4
1010;1010;2
1011;1011;13
1012;1012;4
1013;1013;3
1014;1014;15
1015;1015;16
1016;1016;9
1017;1017;12
1018;1018;13
1019;1019;13
1020;1020;9
1021;1021;27
1022;1022;5
1023;1023;1
1024;1024;19
1025;1025;16
1026;1026;18
1027;1027;5
1028;1028;1
1029;1029;3
1030;1030;13
1031;1031;25
1032;1032;2
1033;1033;3
1034;1034;4
1035;1035;1
1036;1036;6
1037;1037;10
1038;1038;1
1039;1039;15
1040;1040;2
1041;1041;9
1042;1042;24
1043;1043;1
1044;1044;2
1045;1045;10
1046;1046;3
1047;1047;6
1048;1048;12
1049;1049;10
1050;1050;28
1051;1051;5
1052;1052;12
1053;1053;22
1054;1054;82
1055;1055;41
1056;1056;65
1057;1057;25
1058;1058;35
1059;1059;2
1060;1060;9
1061;1061;15
1062;1062;14
1063;1063;4
1064;1064;1
1065;1065;13
1066;1066;1
1067;1067;9
1068;1068;2
1069;1069;8
1070;1070;14
1071;1071;9
1072;1072;20
1073;1073;18
1074;1074;6
1075;1075;9
1076;1076;11
1077;1077;9
1078;1078;11
1079;1079;18
1080;1080;14
1081;1081;1
1082;1082;14
1083;1083;4
1084;1084;6
1085;1085;5
1086;1086;15
1087;1087;7
1088;1088;17
1089;1089;9
1090;1090;9
1091;1091;29
1092;1092;11
1093;1093;9
1094;1094;9
1095;1095;3
1096;1096;1
1097;1097;2
1098;1098;1
1099;1099;3
1100;1100;4
1101;1101;17
1102;1102;14
1103;1103;6
1104;1104;2
1105;1105;18
1106;1106;3
1107;1107;18
1108;1108;7
1109;1109;22
1110;1110;14
1111;1111;16
1112;1112;14
1113;1113;12
1114;1114;8
1115;1115;6
1116;1116;32
1117;1117;13
1118;1118;2
1119;1119;3
1120;1120;1
1121;1121;14
1122;1122;12
1123;1123;9
1124;1124;1
1125;1125;5
1126;1126;5
1127;1127;2
1128;1128;12
1129;1129;2
1130;1130;16
1131;1131;1
1132;1132;3
1133;1133;3
1134;1134;7
1135;1135;14
1136;1136;5
1137;1137;8
1138;1138;3
1139;1139;1
1140;1140;14
1141;1141;21
1142;1142;7
1143;1143;25
1144;1144;6
1145;1145;16
1146;1146;7
1147;1147;1
1148;1148;4
1149;1149;1
1150;1150;4
1151;1151;25
1152;1152;8
1153;1153;14
1154;1154;13
1155;1155;15
1156;1156;5
1157;1157;16
1158;1158;16
1159;1159;14
1160;1160;9
1161;1161;6
1162;1162;2
1163;1163;1
1164;1164;48
1165;1165;27
1166;1166;16
1167;1167;8
1168;1168;18
1169;1169;18
1170;1170;1
1171;1171;15
1172;1172;19
1173;1173;1
1174;1174;2
1175;1175;12
1176;1176;26
1177;1177;14
1178;1178;5
1179;1179;6
1180;1180;12
1181;1181;1
1182;1182;6
1183;1183;10
1184;1184;13
1185;1185;28
1186;1186;30
1187;1187;2
1188;1188;12
1189;1189;1
1190;1190;8
1191;1191;6
1192;1192;14
1193;1193;11
1194;1194;19
1195;1195;10
1196;1196;8
1197;1197;14
1198;1198;54
1199;1199;14
1200;1200;3
1201;1201;13
1202;1202;16
1203;1203;20
1204;1204;14
1205;1205;4
1206;1206;1
1207;1207;8
1208;1208;1
1209;1209;2
1210;1210;8
1211;1211;11
1212;1212;4
1213;1213;2
1214;1214;12
1215;1215;2
1216;1216;7
1217;1217;21
1218;1218;16
1219;1219;14
1220;1220;1
1221;1221;4
1222;1222;5
1223;1223;17
1224;1224;13
1225;1225;5
1226;1226;6
1227;1227;4
1228;1228;15
1229;1229;21
1230;1230;10
1231;1231;18
1232;1232;10
1233;1233;8
1234;1234;14
1235;1235;15
1236;1236;13
1237;1237;1
1238;1238;3
1239;1239;6
1240;1240;13
1241;1241;11
1242;1242;13
1243;1243;16
1244;1244;13
1245;1245;11
1246;1246;12
1247;1247;7
1248;1248;16
1249;1249;6
1250;1250;2
1251;1251;5
1252;1252;30
1253;1253;1
1254;1254;6
1255;1255;36
1256;1256;2
1257;1257;4
1258;1258;18
1259;1259;12
1260;1260;2
1261;1261;6
1262;1262;6
1263;1263;12
1264;1264;5
1265;1265;3
1266;1266;5
1267;1267;6
1268;1268;6
1269;1269;13
1270;1270;1
1271;1271;1
1272;1272;9
1273;1273;2
1274;1274;14
1275;1275;5
1276;1276;4
1277;1277;1
1278;1278;12
1279;1279;8
1280;1280;10
1281;1281;17
1282;1282;26
1283;1283;9
1284;1284;1
1285;1285;11
1286;1286;3
1287;1287;1
1288;1288;7
1289;1289;11
1290;1290;2
1291;1291;13
1292;1292;11
1293;1293;12
1294;1294;14
1295;1295;18
1296;1296;4
1297;1297;3
1298;1298;1
1299;1299;26
1300;1300;13
1301;1301;1
1302;1302;2
1303;1303;4
1304;1304;9
1305;1305;14
1306;1306;20
1307;1307;2
1308;1308;18
1309;1309;7
1310;1310;1
1311;1311;14
1312;1312;2
1313;1313;6
1314;1314;15
1315;1315;26
1316;1316;6
1317;1317;17
1318;1318;15
1319;1319;14
1320;1320;9
1321;1321;5
1322;1322;28
1323;1323;20
1324;1324;23
1325;1325;11
1326;1326;3
1327;1327;18
1328;1328;15
1329;1329;1
1330;1330;19
1331;1331;1
1332;1332;13
1333;1333;14
1334;1334;17
1335;1335;3
1336;1336;8
1337;1337;3
1338;1338;9
1339;1339;13
1340;1340;16
1341;1341;8
1342;1342;7
1343;1343;1
1344;1344;5
1345;1345;5
1346;1346;1
1347;1347;21
1348;1348;12
1349;1349;12
1350;1350;2
1351;1351;2
1352;1352;14
1353;1353;19
1354;1354;25
1355;1355;1
1356;1356;26
1357;1357;13
1358;1358;1
1359;1359;18
1360;1360;1
1361;1361;12
1362;1362;5
1363;1363;11
1364;1364;13
1365;1365;17
1366;1366;2
1367;1367;18
1368;1368;16
1369;1369;15
1370;1370;11
1371;1371;1
1372;1372;13
1373;1373;16
1374;1374;12
1375;1375;15
1376;1376;4
1377;1377;14
1378;1378;12
1379;1379;12
1380;1380;11
1381;1381;11
1382;1382;21
1383;1383;1
1384;1384;13
1385;1385;4
1386;1386;16
1387;1387;11
1388;1388;11
1389;1389;5
1390;1390;1
1391;1391;19
1392;1392;11
1393;1393;13
1394;1394;1
1395;1395;12
1396;1396;13
1397;1397;3
1398;1398;17
1399;1399;5
1400;1400;16
1401;1401;17
1402;1402;2
1403;1403;3
1404;1404;4
1405;1405;5
1406;1406;7
1407;1407;2
1408;1408;19
1409;1409;18
1410;1410;14
1411;1411;7
1412;1412;8
1413;1413;1
1414;1414;16
1415;1415;13
1416;1416;6
1417;1417;9
1418;1418;4
1419;1419;6
1420;1420;1
1421;1421;17
1422;1422;10
1423;1423;6
1424;1424;4
1425;1425;14
1426;1426;6
1427;1427;3
1428;1428;16
1429;1429;8
1430;1430;16
1431;1431;1
1432;1432;7
1433;1433;15
1434;1434;2
1435;1435;8
1436;1436;1
1437;1437;1
1438;1438;1
1439;1439;5
1440;1440;18
1441;1441;8
1442;1442;3
1443;1443;13
1444;1444;13
1445;1445;2
1446;1446;12
1447;1447;2
1448;1448;12
1449;1449;5
1450;1450;15
1451;1451;14
1452;1452;4
1453;1453;11
1454;1454;13
1455;1455;20
1456;1456;43
1457;1457;2
1458;1458;15
1459;1459;16
1460;1460;6
1461;1461;15
1462;1462;4
1463;1463;11
1464;1464;12
1465;1465;11
1466;1466;2
1467;1467;6
1468;1468;5
1469;1469;10
1470;1470;5
1471;1471;9
1472;1472;17
1473;1473;5
1474;1474;8
1475;1475;9
1476;1476;4
1477;1477;5
1478;1478;1
1479;1479;1
1480;1480;10
1481;1481;4
1482;1482;1
1483;1483;14
1484;1484;2
1485;1485;4
1486;1486;5
1487;1487;19
1488;1488;11
1489;1489;13
1490;1490;1
1491;1491;18
1492;1492;3
1493;1493;13
1494;1494;12
1495;1495;11
1496;1496;4
1497;1497;2
1498;1498;1
1499;1499;13
1500;1500;15
1501;1501;14
1502;1502;14
1503;1503;37
1504;1504;24
1505;1505;1
1506;1506;28
1507;1507;2
1508;1508;3
1509;1509;6
1510;1510;1
1511;1511;11
1512;1512;12
1513;1513;14
1514;1514;5
1515;1515;5
1516;1516;14
1517;1517;11
1518;1518;12
1519;1519;1
1520;1520;5
1521;1521;4
1522;1522;13
1523;1523;2
1524;1524;1
1525;1525;15
1526;1526;2
1527;1527;19
1528;1528;31
1529;1529;37
1530;1530;9
1531;1531;2
1532;1532;10
1533;1533;21
1534;1534;43
1535;1535;42
1536;1536;56
1537;1537;47
1538;1538;20
1539;1539;1
1540;1540;11
1541;1541;4
1542;1542;6
1543;1543;12
1544;1544;4
1545;1545;14
1546;1546;13
1547;1547;13
1548;1548;8
1549;1549;15
1550;1550;17
1551;1551;45
1552;1552;27
1553;1553;33
1554;1554;2
1555;1555;17
1556;1556;13
1557;1557;2
1558;1558;6
1559;1559;1
1560;1560;5
1561;1561;14
1562;1562;12
1563;1563;7
1564;1564;4
1565;1565;14
1566;1566;3
1567;1567;1
1568;1568;13
1569;1569;2
1570;1570;4
1571;1571;8
1572;1572;12
1573;1573;1
1574;1574;17
1575;1575;6
1576;1576;1
1577;1577;1
1578;1578;3
1579;1579;31
1580;1580;7
1581;1581;14
1582;1582;6
1583;1583;9
1584;1584;15
1585;1585;13
1586;1586;16
1587;1587;1
1588;1588;15
1589;1589;16
1590;1590;13
1591;1591;11
1592;1592;17
1593;1593;9
1594;1594;1
1595;1595;14
1596;1596;12
1597;1597;13
1598;1598;26
1599;1599;4
1600;1600;8
1601;1601;13
1602;1602;2
1603;1603;8
1604;1604;15
1605;1605;13
1606;1606;9
1607;1607;12
1608;1608;12
1609;1609;5
1610;1610;4
1611;1611;17
1612;1612;5
1613;1613;15
1614;1614;28
1615;1615;1
1616;1616;11
1617;1617;1
1618;1618;1
1619;1619;12
1620;1620;3
1621;1621;12
1622;1622;13
1623;1623;5
1624;1624;2
1625;1625;19
1626;1626;18
1627;1627;5
1628;1628;4
1629;1629;4
1630;1630;13
1631;1631;5
1632;1632;19
1633;1633;20
1634;1634;10
1635;1635;1
1636;1636;8
1637;1637;3
1638;1638;6
1639;1639;18
1640;1640;6
1641;1641;3
1642;1642;11
1643;1643;15
1644;1644;3
1645;1645;1
1646;1646;14
1647;1647;12
1648;1648;7
1649;1649;1
1650;1650;1
1651;1651;1
1652;1652;18
1653;1653;1
1654;1654;7
1655;1655;64
1656;1656;16
1657;1657;26
1658;1658;16
1659;1659;7
1660;1660;14
1661;1661;12
1662;1662;2
1663;1663;19
1664;1664;20
1665;1665;18
1666;1666;9
1667;1667;5
1668;1668;2
1669;1669;17
1670;1670;20
1671;1671;1
1672;1672;2
1673;1673;8
1674;1674;1
1675;1675;14
1676;1676;4
1677;1677;13
1678;1678;6
1679;1679;2
1680;1680;5
1681;1681;3
1682;1682;14
1683;1683;12
1684;1684;1
1685;1685;15
1686;1686;2
1687;1687;11
1688;1688;12
1689;1689;5
1690;1690;4
1691;1691;13
1692;1692;7
1693;1693;1
1694;1694;4
1695;1695;1
1696;1696;12
1697;1697;25
1698;1698;15
1699;1699;20
1700;1700;8
1701;1701;9
1702;1702;2
1703;1703;2
1704;1704;5
1705;1705;4
1706;1706;14
1707;1707;1
1708;1708;7
1709;1709;3
1710;1710;4
1711;1711;21
1712;1712;13
1713;1713;16
1714;1714;12
1715;1715;12
1716;1716;11
1717;1717;27
1718;1718;17
1719;1719;16
1720;1720;12
1721;1721;15
1722;1722;11
1723;1723;5
1724;1724;7
1725;1725;5
1726;1726;1
1727;1727;12
1728;1728;6
1729;1729;11
1730;1730;8
1731;1731;6
1732;1732;15
1733;1733;3
1734;1734;2
1735;1735;2
1736;1736;3
1737;1737;2
1738;1738;5
1739;1739;16
1740;1740;16
1741;1741;10
1742;1742;12
1743;1743;6
1744;1744;15
1745;1745;13
1746;1746;16
1747;1747;19
1748;1748;3
1749;1749;2
1750;1750;16
1751;1751;10
1752;1752;15
1753;1753;1
1754;1754;2
1755;1755;17
1756;1756;9
1757;1757;14
1758;1758;15
1759;1759;6
1760;1760;16
1761;1761;1
1762;1762;12
1763;1763;15
1764;1764;24
1765;1765;24
1766;1766;15
1767;1767;3
1768;1768;11
1769;1769;9
1770;1770;11
1771;1771;10
1772;1772;15
1773;1773;12
1774;1774;18
1775;1775;12
1776;1776;15
1777;1777;9
1778;1778;7
1779;1779;1
1780;1780;5
1781;1781;12
1782;1782;13
1783;1783;2
1784;1784;1
1785;1785;19
1786;1786;14
1787;1787;18
1788;1788;7
1789;1789;7
1790;1790;6
1791;1791;13
1792;1792;1
1793;1793;7
1794;1794;15
1795;1795;16
1796;1796;4
1797;1797;11
1798;1798;4
1799;1799;14
1800;1800;5
1801;1801;4
1802;1802;9
1803;1803;1
1804;1804;2
1805;1805;18
1806;1806;10
1807;1807;17
1808;1808;13
1809;1809;19
1810;1810;1
1811;1811;13
1812;1812;2
1813;1813;7
1814;1814;19
1815;1815;3
1816;1816;6
1817;1817;9
1818;1818;8
1819;1819;13
1820;1820;10
1821;1821;2
1822;1822;3
1823;1823;1
1824;1824;21
1825;1825;3
1826;1826;17
1827;1827;14
1828;1828;3
1829;1829;1
1830;1830;8
1831;1831;3
1832;1832;5
1833;1833;4
1834;1834;10
1835;1835;18
1836;1836;9
1837;1837;12
1838;1838;13
1839;1839;15
1840;1840;12
1841;1841;17
1842;1842;15
1843;1843;3
1844;1844;11
1845;1845;16
1846;1846;17
1847;1847;15
1848;1848;3
1849;1849;13
1850;1850;17
1851;1851;15
1852;1852;6
1853;1853;4
1854;1854;2
1855;1855;11
1856;1856;15
1857;1857;4
1858;1858;13
1859;1859;12
1860;1860;10
1861;1861;4
1862;1862;6
1863;1863;16
1864;1864;2
1865;1865;1
1866;1866;3
1867;1867;20
1868;1868;12
1869;1869;1
1870;1870;5
1871;1871;6
1872;1872;12
1873;1873;1
1874;1874;1
1875;1875;1
1876;1876;1
1877;1877;1
1878;1878;1
1879;1879;7
1880;1880;1
1881;1881;12
1882;1882;1
1883;1883;23
1884;1884;23
1885;1885;1
1886;1886;10
1887;1887;11
1888;1888;4
1889;1889;1
1890;1890;33
1891;1891;4
1892;1892;7
1893;1893;17
1894;1894;2
1895;1895;2
1896;1896;4
1897;1897;4
1898;1898;3
1899;1899;7
1900;1900;16
1901;1901;1
1902;1902;7
1903;1903;17
1904;1904;29
1905;1905;29
1906;1906;1
1907;1907;9
1908;1908;1
1909;1909;14
1910;1910;13
1911;1911;7
1912;1912;4
1913;1913;11
1914;1914;5
1915;1915;7
1916;1916;3
1917;1917;4
1918;1918;9
1919;1919;22
1920;1920;11
1921;1921;12
1922;1922;23
1923;1923;10
1924;1924;2
1925;1925;12
1926;1926;1
1927;1927;20
1928;1928;11
1929;1929;17
1930;1930;6
1931;1931;13
1932;1932;21
1933;1933;17
1934;1934;19
1935;1935;6
1936;1936;10
1937;1937;12
1938;1938;15
1939;1939;12
1940;1940;20
1941;1941;6
1942;1942;11
1943;1943;41
1944;1944;2
1945;1945;11
1946;1946;13
1947;1947;4
1948;1948;11
1949;1949;12
1950;1950;2
1951;1951;1
1952;1952;3
1953;1953;17
1954;1954;4
1955;1955;15
1956;1956;1
1957;1957;1
1958;1958;15
1959;1959;34
1960;1960;9
1961;1961;4
1962;1962;25
1963;1963;22
1964;1964;11
1965;1965;2
1966;1966;4
1967;1967;12
1968;1968;23
1969;1969;7
1970;1970;1
1971;1971;46
1972;1972;2
1973;1973;8
1974;1974;15
1975;1975;6
1976;1976;4
1977;1977;2
1978;1978;10
1979;1979;2
1980;1980;2
1981;1981;6
1982;1982;5
1983;1983;6
1984;1984;14
1985;1985;10
1986;1986;1
1987;1987;13
1988;1988;10
1989;1989;7
1990;1990;1
1991;1991;1
1992;1992;2
1993;1993;13
1994;1994;3
1995;1995;3
1996;1996;7
